QueryText,KCCAns
farmer want to know information about varieties of irrigated wheat?,"recommended for   varieties of irrigated HI-8737,HI-8663,M.P. 1142, H.I. 1077, G.W. 273, G.W. 322, G. W. 190, Raj 1555, H.D. 4530, H.I. 8498, H.I 8381, J.W. 1106, Sudha are the popular varieties under cultivation"
farmer want to know information about varieties of irrigated wheat?,"recommended for   varieties of irrigated HI-8737,HI-8663,M.P. 1142, H.I. 1077, G.W. 273, G.W. 322, G. W. 190, Raj 1555, H.D. 4530, H.I. 8498, H.I 8381, J.W. 1106, Sudha are the popular varieties under cultivation"
farmer want to know information about varieties of irrigated wheat?,"recommended for   varieties of irrigated HI-8737,HI-8663, M.P. 1142, H.I. 1077, G.W. 273, G.W. 322, G. W. 190, Raj 1555, H.D. 4530, H.I. 8498, H.I 8381, J.W. 1106, Sudha are the popular varieties under cultivation"
farmer want to know information about varieties of irrigated wheat?,"recommended for   varieties of irrigated HI-8737,HI-8663, M.P. 1142, H.I. 1077, G.W. 273, G.W. 322, G. W. 190, Raj 1555, H.D. 4530, H.I. 8498, H.I 8381, J.W. 1106, Sudha are the popular varieties under cultivation"
farmer want to know information about seed treatment of gram?,recommended for   seed treatment of gram treat the seed with tricoderma viridi 5gm/kg of seed or thiram 3gm/kg of seed
farmer want to know information about seed treatment of gram?,recommended for   seed treatment of gram treat the seed with tricoderma viridi 5gm/kg of seed or thiram 3gm/kg of seed
Farmer want to know about Varieties of gram crop?,"Recommended for Irrigated - wilt resistance JG 14, JG 11, JG 64,"
Farmer want to know about Varieties of gram crop?,"Recommended for Irrigated - wilt resistance JG 14, JG 11, JG 64,"
farmer wants to weather information of mandsaur district ?,today is no rainfall in your district & cloudy weather sometime.
farmer wants to weather information of mandsaur district ?,today is no rainfall in your district & cloudy weather sometime.
farmer want to know information about varieties of irrigated wheat?,"recommended for   varieties of irrigated wheat M.P. 1142, H.I. 1077, G.W. 273, G.W. 322, G. W. 190, Raj 1555, H.D. 4530, H.I. 8498, H.I 8381, J.W. 1106, Sudha are the popular varieties under cultivation"
farmer want to know information about varieties of irrigated wheat?,"recommended for   varieties of irrigated wheat M.P. 1142, H.I. 1077, G.W. 273, G.W. 322, G. W. 190, Raj 1555, H.D. 4530, H.I. 8498, H.I 8381, J.W. 1106, Sudha are the popular varieties under cultivation"
Farmer wants to know how to gain  better growth in paddy plant,NPK-0:52:34 100gm/pump for better growth of plant
Farmer wants to know how to gain  better growth in paddy plant,NPK-0:52:34 100gm/pump for better growth of plant
farmer want to know about seed treatment of gram ?,"#. Trichoderma

It is a deadly 

gus Trichoderma biological soil and seed-borne diseases in plants controls.

Seed treatment at a rate of 5-6 grams per Kilogam seed is used. Soil treatment of 100 kg in 1 kg Trichoderma well rotten manure mixed final Bkrni Use the time.

Cutting and root treatment Trichoderma 15-20 liters of water added to 200 grams and 10 minutes in the solution of planting and cutting the roots of the plants treated.

Trichoderma by 3 grams per liter of water solution at an interval of 10-15 days, 3-4 times over crop spraying airborne disease control."
farmer want to know about seed treatment of gram ?,"#. Trichoderma

It is a deadly 

gus Trichoderma biological soil and seed-borne diseases in plants controls.

Seed treatment at a rate of 5-6 grams per Kilogam seed is used. Soil treatment of 100 kg in 1 kg Trichoderma well rotten manure mixed final Bkrni Use the time.

Cutting and root treatment Trichoderma 15-20 liters of water added to 200 grams and 10 minutes in the solution of planting and cutting the roots of the plants treated.

Trichoderma by 3 grams per liter of water solution at an interval of 10-15 days, 3-4 times over crop spraying airborne disease control."
Farmer wants to know information about weather forecast of sehore district?,No chance of rainfall for 6 days in your district and weather will be clean for next 6 days.
Farmer wants to know information about weather forecast of sehore district?,No chance of rainfall for 6 days in your district and weather will be clean for next 6 days.
Fertilizer dose in wheat crop?,"Recommended for Urea 175 kg, DAP 109 kg and MOP 50 kg per hac."
Fertilizer dose in wheat crop?,"Recommended for Urea 175 kg, DAP 109 kg and MOP 50 kg per hac."
Farmer need information regarding how to increase flowering in arhar crop?,Recommended for amino acid + folic acid fentek plas (10ml) + Liquid sulphar 40 ml per pump for increase flowering in arhar  crop.
Farmer need information regarding how to increase flowering in arhar crop?,Recommended for amino acid + folic acid fentek plas (10ml) + Liquid sulphar 40 ml per pump for increase flowering in arhar  crop.
Farmer wants to know about varieties of black gram crop?,Recommended forJ.G. 14 JAKI 9218 JG 412c JG 63 are black gram crop varieties.
Farmer wants to know about varieties of black gram crop?,Recommended forJ.G. 14 JAKI 9218 JG 412c JG 63 are black gram crop varieties.
farmer want to know information about varieties of irrigated wheat?,"recommended for   varieties of irrigated wheat M.P. 1142, H.I. 1077, G.W. 273, G.W. 322, G. W. 190, Raj 1555, H.D. 4530, H.I. 8498, H.I 8381, J.W. 1106, Sudha are the popular varieties under cultivation"
farmer want to know information about varieties of irrigated wheat?,"recommended for   varieties of irrigated wheat M.P. 1142, H.I. 1077, G.W. 273, G.W. 322, G. W. 190, Raj 1555, H.D. 4530, H.I. 8498, H.I 8381, J.W. 1106, Sudha are the popular varieties under cultivation"
farmer want to know information about varieties of gram?,"recommended for varieties of gram Bharti (I C C V 10), Jawahar 74 gram, 218 gram Precious Stone, Victory, Jawahar 322 gram,Jawahar gram 11 gram 130 Jawahar, Jawahar gram 16 gram 315 Jawahar, B G D 72, Zaki -9 218 101 are the popular varieties under cultivation"
farmer want to know information about varieties of gram?,"recommended for varieties of gram Bharti (I C C V 10), Jawahar 74 gram, 218 gram Precious Stone, Victory, Jawahar 322 gram,Jawahar gram 11 gram 130 Jawahar, Jawahar gram 16 gram 315 Jawahar, B G D 72, Zaki -9 218 101 are the popular varieties under cultivation"
farmer want to know information about seed treatment of bengal gram crop?,recommended for   seed treatment of gram treat the seed with tricoderma viridi 5gm/kg of seed or thiram 3gm/kg of seed
farmer want to know information about seed treatment of bengal gram crop?,recommended for   seed treatment of gram treat the seed with tricoderma viridi 5gm/kg of seed or thiram 3gm/kg of seed
FARMER  WANT TO KNOW ABOUT WHEAT SOWING INFORMATION ?,"Appropriate time for sowing in uneven state is almost nearing mid-October as the season ends. In semi-familiar condition where water is available only for irrigation 2 - 3, the suitable time of sowing is from October 25 to November 15. The appropriate time to plant irrigated wheat is the first fortnight of November."
FARMER  WANT TO KNOW ABOUT WHEAT SOWING INFORMATION ?,"Appropriate time for sowing in uneven state is almost nearing mid-October as the season ends. In semi-familiar condition where water is available only for irrigation 2 - 3, the suitable time of sowing is from October 25 to November 15. The appropriate time to plant irrigated wheat is the first fortnight of November."
farmer want to know about information for onoin?,"For kharif season sowing should be done in the rows of seeds on the bedside bed till June 1-15, when it is 45 days old, it is considered best to transplant it. Planting of the plant should be done on the fields prepared by the Shayya method, it has 1.2 meter chadi bed and about 30 cm. Chaddi drains are prepared."
farmer want to know about information for onoin?,"For kharif season sowing should be done in the rows of seeds on the bedside bed till June 1-15, when it is 45 days old, it is considered best to transplant it. Planting of the plant should be done on the fields prepared by the Shayya method, it has 1.2 meter chadi bed and about 30 cm. Chaddi drains are prepared."
farmer want to know information about control of flower and fruit drop ?,recommended for to control of flower and fruit drop spray planofix 5 ml per pump
farmer want to know information about control of flower and fruit drop ?,recommended for to control of flower and fruit drop spray planofix 5 ml per pump
farmer want to know about information wheat sowing time ?,"Uninterested: from mid-October to first week of November



Semiconductor: First fortnight of November month



Irrigated (from time): Second fortnight of November month



Irrigated (delayed): from the second week of December"
farmer want to know about information wheat sowing time ?,"Uninterested: from mid-October to first week of November



Semiconductor: First fortnight of November month



Irrigated (from time): Second fortnight of November month



Irrigated (delayed): from the second week of December"
farmer wants to know information about seed treatment of gram?,"Seed treatment of chick pea:-

Disease Control:

1. To protect crop from boiling and root rot, treat 2g of thyme by 1 gm of carbendazim, per kg of seeds. Or

2. Treat beta wax with 2 grams / kg.



Pest Control:

1. Treat thymethoxem 70WP 3 gms / forts at the rate of seed"
farmer wants to know information about seed treatment of gram?,"Seed treatment of chick pea:-

Disease Control:

1. To protect crop from boiling and root rot, treat 2g of thyme by 1 gm of carbendazim, per kg of seeds. Or

2. Treat beta wax with 2 grams / kg.



Pest Control:

1. Treat thymethoxem 70WP 3 gms / forts at the rate of seed"
farner want to information in crop potato variety ?,"Kufri Jyoti, Kufri Muthu, Kufri Swarna, Kufri Thangam, Kufri Malar, Kufri Soga and Kufri Giriraj are commonly cultivated."
farner want to information in crop potato variety ?,"Kufri Jyoti, Kufri Muthu, Kufri Swarna, Kufri Thangam, Kufri Malar, Kufri Soga and Kufri Giriraj are commonly cultivated."
farmer want to know information about	Varieties of  Garlic?,"Yamuna White 1 (G-1), Yamuna White 2 (G-50), Yamuna White 3 (G-282), Yamuna White 4 (G -323) Ooty 1, Singapore Red, Rajli, Tabiti, Creole, etc."
farmer want to know information about	Varieties of  Garlic?,"Yamuna White 1 (G-1), Yamuna White 2 (G-50), Yamuna White 3 (G-282), Yamuna White 4 (G -323) Ooty 1, Singapore Red, Rajli, Tabiti, Creole, etc."
Farmer needs information regarding seed treatment of gram?,Recommended for seed treatment of gram treat the seed with tricoderma viridi 5gm/kg of seed or thiram 3gm/kg of seed
Farmer needs information regarding seed treatment of gram?,Recommended for seed treatment of gram treat the seed with tricoderma viridi 5gm/kg of seed or thiram 3gm/kg of seed
farmer want to know information about varieties of  PAPAYA?,"Barwani under varieties of papaya, red, yellow, Washington, Mdhubindu, Honeydew, Honeydew Coorg,, 1, CO 3, Pusa teeny, Pusa Delicious, c. O-7 Pusa Majesty, Surya, Taiwan 876 ETC."
farmer want to know information about varieties of  PAPAYA?,"Barwani under varieties of papaya, red, yellow, Washington, Mdhubindu, Honeydew, Honeydew Coorg,, 1, CO 3, Pusa teeny, Pusa Delicious, c. O-7 Pusa Majesty, Surya, Taiwan 876 ETC."
farmer want to know information about varieties of irrigated wheat?,"recommended for wheat varieties of irrigated M.P. 1142, H.I. 1077, G.W. 273, G.W. 322, G. W. 190, Raj 1555, H.D. 4530, H.I. 8498, H.I 8381, J.W. 1106, Sudha are the popular varieties under cultivation"
farmer want to know information about varieties of irrigated wheat?,"recommended for wheat varieties of irrigated M.P. 1142, H.I. 1077, G.W. 273, G.W. 322, G. W. 190, Raj 1555, H.D. 4530, H.I. 8498, H.I 8381, J.W. 1106, Sudha are the popular varieties under cultivation"
farmer want to know information about govt. schemes?,recommended for to know about govt. schemes please contect rural agriculture extension officer ..
farmer want to know information about govt. schemes?,recommended for to know about govt. schemes please contect rural agriculture extension officer ..
farmer want to know information about varieties of nonirrigated wheat?,"recommended for varieties of nonirrigated wheat J.. W..'s. - 17, Sujata H. w. 2004 HIV 1500 MP 3020, C-306,HD-4672, HIV 8627 are the popular varieties under cultivation"
farmer want to know information about varieties of nonirrigated wheat?,"recommended for varieties of nonirrigated wheat J.. W..'s. - 17, Sujata H. w. 2004 HIV 1500 MP 3020, C-306,HD-4672, HIV 8627 are the popular varieties under cultivation"
farmer want to know information about varieties characters of Pusa Anmol of Wheat?,"HI 8737 (`Pusa Anmol): A durum wheat developed at Regional station, Indore was released for timely sown irrigated conditions of Central Zone by Central Sub-Committee on Crop Standards, Notification and Release of Varieties of Agricultural Crops. The variety gave an average yield of 5.34t/ha with potential yield 6.7 t/ha. and is rich in ß-carotene and micronutrients like iron and zinc It showed good levels of resistance to Karnal bunt also."
farmer want to know information about varieties characters of Pusa Anmol of Wheat?,"HI 8737 (`Pusa Anmol): A durum wheat developed at Regional station, Indore was released for timely sown irrigated conditions of Central Zone by Central Sub-Committee on Crop Standards, Notification and Release of Varieties of Agricultural Crops. The variety gave an average yield of 5.34t/ha with potential yield 6.7 t/ha. and is rich in ß-carotene and micronutrients like iron and zinc It showed good levels of resistance to Karnal bunt also."
farmer want to know about wheat HI 1544 variety ?,"Variety Name: HI 1544 (PURNA)Variety Name 	HI 1544 (PURNA)

Sowing Time 	Timely Sown

Irrigation Condition 	Irrigated

Yield 	51-55 qtls/ha"
farmer want to know about wheat HI 1544 variety ?,"Variety Name: HI 1544 (PURNA)Variety Name 	HI 1544 (PURNA)

Sowing Time 	Timely Sown

Irrigation Condition 	Irrigated

Yield 	51-55 qtls/ha"
farmer want information about wheat variety?,"J.W. 1201,
J.W. 322,
J.W. 273,
H.I. 1544,
H.I. 8498 (hard),
M.p.o. 1215"
farmer want information about wheat variety?,"J.W. 1201,
J.W. 322,
J.W. 273,
H.I. 1544,
H.I. 8498 (hard),
M.p.o. 1215"
farmer want about garlic sowing time ?,dear farmer you can sow garlic 
farmer want about garlic sowing time ?,dear farmer you can sow garlic 
" farmer want to know information about seed treatment of gram?
","recommended for   seed treatment of gram treat the seed with tricoderma viridi 5gm/kg of seed or thiram 3gm/kg of seed
"
" farmer want to know information about seed treatment of gram?
","recommended for   seed treatment of gram treat the seed with tricoderma viridi 5gm/kg of seed or thiram 3gm/kg of seed
"
farmer want to know information about varieties of irrigated wheat?,"
recommended for   varieties of irrigated M.P. 1142, H.I. 1077, G.W. 273, G.W. 322, G. W. 190, Raj 1555, H.D. 4530, H.I. 8498, H.I 8381, J.W. 1106, Sudha are the popular varieties under cultivation"
farmer want to know information about varieties of irrigated wheat?,"
recommended for   varieties of irrigated M.P. 1142, H.I. 1077, G.W. 273, G.W. 322, G. W. 190, Raj 1555, H.D. 4530, H.I. 8498, H.I 8381, J.W. 1106, Sudha are the popular varieties under cultivation"
 farmer want to know information about seed treatment of Wheat ?,"Treat seed with sowing before sowing, carbacin 75% for seed treatment, wp / carbon dioxide 50% wp is sufficient for 2.5-3.0 gm drug / kg seed.
Tuberculosis is treated with 1 gram / kg seeds and is protected from the Pandava disease.
The availability of phosphorus increases with the treatment of PSB culture 5 grams / kg seed."
 farmer want to know information about seed treatment of Wheat ?,"Treat seed with sowing before sowing, carbacin 75% for seed treatment, wp / carbon dioxide 50% wp is sufficient for 2.5-3.0 gm drug / kg seed.
Tuberculosis is treated with 1 gram / kg seeds and is protected from the Pandava disease.
The availability of phosphorus increases with the treatment of PSB culture 5 grams / kg seed."
" farmer want to know information about seed treatment of gram?
","recommended for   seed treatment of gram treat the seed with tricoderma viridi 5gm/kg of seed or thiram 3gm/kg of seed
 "
" farmer want to know information about seed treatment of gram?
","recommended for   seed treatment of gram treat the seed with tricoderma viridi 5gm/kg of seed or thiram 3gm/kg of seed
 "
farmer want to know about wheat varieties?,"varieties of wheat ,jw 17 ,jw3269,jw3288,hi 1588"
farmer want to know about wheat varieties?,"varieties of wheat ,jw 17 ,jw3269,jw3288,hi 1588"
"farmer want to information about seed treatment of wheat crop
","Bacterial culture: Rhizobium and P. S. B. Treat every 5 grams of quantity per kg at the rate of the seed.
2. Make a solution in half a liter of 100 grams of jaggery, heat the lukewarm solution and cool down to mix one packet rhizobium culture.
3. Sprinkle the solution evenly over the seed and mix it slowly with the hand so that the culture sticks to the top of the seed.
4. Dry the treated seeds for some time in the shade.
5. P.S.B. Seed treatment from culture like Rhizovium culture.
"
"farmer want to information about seed treatment of wheat crop
","Bacterial culture: Rhizobium and P. S. B. Treat every 5 grams of quantity per kg at the rate of the seed.
2. Make a solution in half a liter of 100 grams of jaggery, heat the lukewarm solution and cool down to mix one packet rhizobium culture.
3. Sprinkle the solution evenly over the seed and mix it slowly with the hand so that the culture sticks to the top of the seed.
4. Dry the treated seeds for some time in the shade.
5. P.S.B. Seed treatment from culture like Rhizovium culture.
"
farmer want to know information about varieties of irrigated wheat?,"recommended for   varieties of irrigated wheat M.P. 1142, H.I. 1077, G.W. 273, G.W. 322, G. W. 190, Raj 1555, H.D. 4530, H.I. 8498, H.I 8381, J.W. 1106, Sudha are the popular varieties under cultivation
"
farmer want to know information about varieties of irrigated wheat?,"recommended for   varieties of irrigated wheat M.P. 1142, H.I. 1077, G.W. 273, G.W. 322, G. W. 190, Raj 1555, H.D. 4530, H.I. 8498, H.I 8381, J.W. 1106, Sudha are the popular varieties under cultivation
"
farmer wants to know about control of sucking pest in  chillies?,spray fipronil 5%ec@35 ml.
farmer wants to know about control of sucking pest in  chillies?,spray fipronil 5%ec@35 ml.
farmer want to know information about varieties of Wheat crop?,"Irrigated within time - Lok-1, MP 1142, HI 1077 (Mangala), DL803-3 (kanchan), GW 190, GW 273, GW 322, GW 366, HI 8381 (Malavshree), HI 8498 (Malav shakti)."
farmer want to know information about varieties of Wheat crop?,"Irrigated within time - Lok-1, MP 1142, HI 1077 (Mangala), DL803-3 (kanchan), GW 190, GW 273, GW 322, GW 366, HI 8381 (Malavshree), HI 8498 (Malav shakti)."
"Farmer wants to know about fertilizer dose in garlic crop?
","Recommended for in garlic crop apply urea 175 kg , DAP 109 kg or 416 kg single super phosphate, MOP 83 kg/hac. and 25 kg zinc sulphate per hectare at the time sowing.
"
"Farmer wants to know about fertilizer dose in garlic crop?
","Recommended for in garlic crop apply urea 175 kg , DAP 109 kg or 416 kg single super phosphate, MOP 83 kg/hac. and 25 kg zinc sulphate per hectare at the time sowing.
"
"Farmer want to know information about fertilizer schedule in wheat?
","recommended for fertilizer  schedule in wheat 260kg urea, 130kg DAP AND 50 kg MOP/hacter and 25 kg zinc sulphate per hectare at the time sowing.
"
"Farmer want to know information about fertilizer schedule in wheat?
","recommended for fertilizer  schedule in wheat 260kg urea, 130kg DAP AND 50 kg MOP/hacter and 25 kg zinc sulphate per hectare at the time sowing.
"
"Farmer wants to know about sowing time of wheat crop?
","Recommended for 15 th october to 1st week of november is the best sowing time for inirrigated wheat crop. 
"
"Farmer wants to know about sowing time of wheat crop?
","Recommended for 15 th october to 1st week of november is the best sowing time for inirrigated wheat crop. 
"
Farmer wants to know about sowing time of wheat crop?,Recommended for 15 th october to 1st week of november is the best sowing time for inirrigated wheat crop. 
Farmer wants to know about sowing time of wheat crop?,Recommended for 15 th october to 1st week of november is the best sowing time for inirrigated wheat crop. 
farmer want to know information about  verietties Aloe vera crop,"Released varieties of aloe are not available in India for commercial cultivation. However, some high aloin containing (20.7-22.8%) genotypes such as IC 111267, IC 111269, IC 111271, IC 111273, IC 111279, IC 111280, IC 112521, IC 112532, IC 112531, IC 112527, IC 112517, INGR 06023, INGR 06024 and INGR 13043 can be used
"
farmer want to know information about  verietties Aloe vera crop,"Released varieties of aloe are not available in India for commercial cultivation. However, some high aloin containing (20.7-22.8%) genotypes such as IC 111267, IC 111269, IC 111271, IC 111273, IC 111279, IC 111280, IC 112521, IC 112532, IC 112531, IC 112527, IC 112517, INGR 06023, INGR 06024 and INGR 13043 can be used
"
Farmer needs information regarding weather for dist. of state madhya pradesh ,According to meteorology department of India there is No chance for rainfall in next 5 days in your area but weather will be cloudy
Farmer needs information regarding weather for dist. of state madhya pradesh ,According to meteorology department of India there is No chance for rainfall in next 5 days in your area but weather will be cloudy
"FOR CALLING KISAAN CALL CENTER
","THANX FOR CALLING KISAAN CALL CENTER
"
"FOR CALLING KISAAN CALL CENTER
","THANX FOR CALLING KISAAN CALL CENTER
"
farmer want to know wheat seed treatment  ?,"Treat seed with sowing before sowing, carbacin 75% for seed treatment, wp / carbon dioxide 50% wp is sufficient for 2.5-3.0 gm drug / kg seed.

Tuberculosis is treated with 1 gram / kg seeds and is protected from the Pandava disease.

The availability of phosphorus increases with the treatment of PSB culture 5 grams / kg seed."
farmer want to know wheat seed treatment  ?,"Treat seed with sowing before sowing, carbacin 75% for seed treatment, wp / carbon dioxide 50% wp is sufficient for 2.5-3.0 gm drug / kg seed.

Tuberculosis is treated with 1 gram / kg seeds and is protected from the Pandava disease.

The availability of phosphorus increases with the treatment of PSB culture 5 grams / kg seed."
farmer want to know wheat HI-8663 poshan information ?,"HIV-8663 (poshan)

USP: High quality, high yielding wheat. It can endure heat. Prepares to cook in 120-130 days. The yield is 50-55 quintals."
farmer want to know wheat HI-8663 poshan information ?,"HIV-8663 (poshan)

USP: High quality, high yielding wheat. It can endure heat. Prepares to cook in 120-130 days. The yield is 50-55 quintals."
" farmer want to know  information about how to control SUCKING IN onion  crop ?
","recommend for spray to Imidacloprid 17.8 % SL 5-7 ML/PUMP
"
" farmer want to know  information about how to control SUCKING IN onion  crop ?
","recommend for spray to Imidacloprid 17.8 % SL 5-7 ML/PUMP
"
farmer want to know information about how to control sucking pest in  onion  crop?       ,• recomanded dose @ 	imedachlorprid 5-7 ml at 15 liter of water
farmer want to know information about how to control sucking pest in  onion  crop?       ,• recomanded dose @ 	imedachlorprid 5-7 ml at 15 liter of water
"Farmer want about wheat sowing time ?
","Climate and land requirement for wheat -For the cultivation of wheat the need for temperate climatic conditions, it is considered suitable for cultivation, 20-25 degrees centigrade is suitable for sowing, wheat farming is mainly based on irrigation, which is considered to be the best land for wheat cultivation. But it can be cultivated in sandalwood, heavy loamer, matiyar and hay and cow's land. Based on the availability of resources, wheat can be cultivated in every kind of land.
"
"Farmer want about wheat sowing time ?
","Climate and land requirement for wheat -For the cultivation of wheat the need for temperate climatic conditions, it is considered suitable for cultivation, 20-25 degrees centigrade is suitable for sowing, wheat farming is mainly based on irrigation, which is considered to be the best land for wheat cultivation. But it can be cultivated in sandalwood, heavy loamer, matiyar and hay and cow's land. Based on the availability of resources, wheat can be cultivated in every kind of land.
"
"Farmer want about wheat sowing time ?
","Climate and land requirement for wheat -For the cultivation of wheat the need for temperate climatic conditions, it is considered suitable for cultivation, 20-25 degrees centigrade is suitable for sowing, wheat farming is mainly based on irrigation, which is considered to be the best land for wheat cultivation. But it can be cultivated in sandalwood, heavy loamer, matiyar and hay and cow's land. Based on the availability of resources, wheat can be cultivated in every kind of land.
"
"Farmer want about wheat sowing time ?
","Climate and land requirement for wheat -For the cultivation of wheat the need for temperate climatic conditions, it is considered suitable for cultivation, 20-25 degrees centigrade is suitable for sowing, wheat farming is mainly based on irrigation, which is considered to be the best land for wheat cultivation. But it can be cultivated in sandalwood, heavy loamer, matiyar and hay and cow's land. Based on the availability of resources, wheat can be cultivated in every kind of land.
"
"Farmer  wants  to know information about ferti. Schule for wheat crop ? 
","Recommended dose of fertilizer for wheat crop urea 260 kg, ssp 375kg and mop 67 kg/ha
"
"Farmer  wants  to know information about ferti. Schule for wheat crop ? 
","Recommended dose of fertilizer for wheat crop urea 260 kg, ssp 375kg and mop 67 kg/ha
"
Farmer wants to know information about seed treatment of  Gram ?,recommended for  seed treatment of gram treat the seed with thiram or captan or mancozab or monosan @2-2.5gram/kg of  seed.
Farmer wants to know information about seed treatment of  Gram ?,recommended for  seed treatment of gram treat the seed with thiram or captan or mancozab or monosan @2-2.5gram/kg of  seed.
Farmer needs information regarding weather for sehore  dist. of state madhya pradesh?,"
No chance for rainfall in next 5 to 6 days in your area.but weather will be cloudy
"
Farmer needs information regarding weather for sehore  dist. of state madhya pradesh?,"
No chance for rainfall in next 5 to 6 days in your area.but weather will be cloudy
"
farmer want to that about seed rate of onion crop?,"Seed quantity:

For rabi season 15-20 kg Seeds per hectare required"
farmer want to that about seed rate of onion crop?,"Seed quantity:

For rabi season 15-20 kg Seeds per hectare required"
"farmer want to know information about seed
 treatment of wheat?","
recommended for   seed treatment of wheat treat the seed with vitavex 3gm/kg of seed
"
"farmer want to know information about seed
 treatment of wheat?","
recommended for   seed treatment of wheat treat the seed with vitavex 3gm/kg of seed
"
 farmer want to know information about seed treatment of gram?,"
recommended for   seed treatment of gram treat the seed with tricoderma viridi 5gm/kg of seed or thiram 3gm/kg of seed.
"
 farmer want to know information about seed treatment of gram?,"
recommended for   seed treatment of gram treat the seed with tricoderma viridi 5gm/kg of seed or thiram 3gm/kg of seed.
"
farmer want to know information about how to control caterpillar in arhar ?,recommended for to control caterpillar in arhar  spray to Emamectin benzoate 5 % 7-8 gram/pump
farmer want to know information about how to control caterpillar in arhar ?,recommended for to control caterpillar in arhar  spray to Emamectin benzoate 5 % 7-8 gram/pump
 farmer want to know information about seed treatment of  Bengal gram?,recommended for   seed treatment of gram treat the seed with tricoderma viridi 5gm/kg of seed or thiram 3gm/kg of seed
 farmer want to know information about seed treatment of  Bengal gram?,recommended for   seed treatment of gram treat the seed with tricoderma viridi 5gm/kg of seed or thiram 3gm/kg of seed
farmer want to know information about How to control termite in garlic  crop?,Recommended for to control termite  apply phorate 10G @ 12.5kg/hac.
farmer want to know information about How to control termite in garlic  crop?,Recommended for to control termite  apply phorate 10G @ 12.5kg/hac.
 farmer want to know information about Animal husbandry ?,"For information on animal husbandry, contact on 1962."
 farmer want to know information about Animal husbandry ?,"For information on animal husbandry, contact on 1962."
"Farmer wants to know about Fertilizer dose in garlic crop?
","recommended for fertilizer  schedule in garlic 217 kg urea, 312 kg SSP AND 83 kg MOP/hacter 
"
"Farmer wants to know about Fertilizer dose in garlic crop?
","recommended for fertilizer  schedule in garlic 217 kg urea, 312 kg SSP AND 83 kg MOP/hacter 
"
farmer want to that timing of wheat crop?,recommended for 15 october to 15 november 
farmer want to that timing of wheat crop?,recommended for 15 october to 15 november 
farmer want to know information about How to control of fungal attack in cahillies crop?,recommended for to control of fungal attack use copper oxy chloride 40 gram and streptocyclin 2 gram at 15 liter of water	
farmer want to know information about How to control of fungal attack in cahillies crop?,recommended for to control of fungal attack use copper oxy chloride 40 gram and streptocyclin 2 gram at 15 liter of water	
Farmer wants to know information about weather forecast of district?,No chance of rainfall for 10 days in your district and weather will be clean for next 6 days.
Farmer wants to know information about weather forecast of district?,No chance of rainfall for 10 days in your district and weather will be clean for next 6 days.
 What are fertilizer doses in WHEAT crop?," urea -260 kg/ ha.  , muaret of potash-67 kg /ha. DAP-130 KG / HA. |"
 What are fertilizer doses in WHEAT crop?," urea -260 kg/ ha.  , muaret of potash-67 kg /ha. DAP-130 KG / HA. |"
"Farmer needs information regarding seed treatment of wheat?
","Recommended for   seed treatment of wheat treat the seed with vitavex 3gm/kg of seed
"
"Farmer needs information regarding seed treatment of wheat?
","Recommended for   seed treatment of wheat treat the seed with vitavex 3gm/kg of seed
"
"farmer want to know information about How to control of fungal attack in gram crop?
","recommended for to control of fungal attack in gram crop use thiophinate mithyl 25 gram and streptocyclin 2 gram at 15 liter of wate
"
"farmer want to know information about WATER MANAGEMENT in wheat? 
","recommended for The crop requires 4 - 6 irrigations depending on the soil type and rainfall. Wheat crop requires minimum of 5 irrigations at the following critical stages.
I – Immediately after sowing
II – Crown root intiation : 15-20 DAS 
III- Active tillering stage : 35-40 DAS
IV- Flowering stage : 50-55 DAS
V- Grain filling stage : 70-75 DAS
Crown root initiation and flowering are the most critical stages. Water stagnation should be voided at the time of germination."
"farmer want to know information about varieties of non irrigated wheat?
","recommended for varieties of nonirrigated wheat J.. W..'s. - 17, Sujata H. w. 2004 HIV 1500 MP 3020, C-306,HD-4672, HIV 8627 are the popular varieties under cultivation
"
farmer want to know seed rate of wheat ?,"On average, 100 kg / ha (Thousand grain weighs 40 grams)
If the weight of 1,000 grains grows by one gram (up to 40 grams), 2.5 kg Per / o Increase
The distance of the queue from the queue to the uneven / semi-familiar condition is 25 cm
In case of sowing (from time to time) sowing, 23 cm
Do not mix seed with fertilizer"
"Farmer wants to know about how to control insect sucking pest in spinach crop?
","Recommended for control sucking pest in crop spray imidachloprid 17.8%SL 5 to 7 ml  per pump.
"
FARMER WANT KNOW INFORMATION ABOUT WHEAT VARIETY?,"J.W. 17,
J.W. 3269,
J.W. 3288,
H.I. 1500,
H.I. 1531 The semi-familiar type of wheat can apply to HAI."
farmer want to know that information of sowing time of wheat crop?,recommended for mid october to mid november 
"farmer want to know information about varieties of irrigated wheat crop ?
","recommended for   varieties of irrigated M.P. 1142, H.I. 1077, G.W. 273, G.W. 322, G. W. 190, Raj 1555, H.D. 4530, H.I. 8498, H.I 8381, J.W. 1106, Sudha are the popular varieties under cultivation
"
"farmer want to know information about varieties of irrigated wheat?
","recommended for   varieties of irrigated M.P. 1142, H.I. 1077, G.W. 273, G.W. 322, G. W. 190, Raj 1555, H.D. 4530, H.I. 8498, H.I 8381, J.W. 1106, Sudha are the popular varieties under cultivation
"
